订单号,支付时间,商品ID,商品名称,商家编码-SKU维度,商家编码-商品维度,商品规格,商品数量(件),商品单价(元),商品总价(元),订单金额(元),优惠金额(元),商家实收金额(元),订单状态,省份,城市,收货人姓名,收货人手机,收货地址,退款金额(元),退款原因,退款状态,支付方式,快递公司,快递单号,是否预售,运费(元),商品类目,百亿补贴
2605000166,2026-04-24 10:35:18,PD00008,桌面手机支架可折叠,SKU018,SP00008,升级款-银色,3,29.77,89.31,89.31,13.35,75.96,待发货,云南省,云南省,用户142,13859429366,云南省区测试路176号,0,,,支付宝,申通快递,YT43758276374,否,0,数码电器,否
2605000367,2026-04-24 11:12:31,PD00002,无线蓝牙耳机Pro版,SKU004,SP00002,黑色标准版,2,132.86,265.72,265.72,72.13,193.59,已退款,山东省,青岛,用户231,13854188092,青岛区测试路86号,120.11,商品与描述不符,退款成功,花呗分期,申通快递,YT88246235704,否,0,数码电器,否
2605000000,2026-04-24 11:24:23,PD00005,男士运动休闲鞋透气款,SKU011,SP00005,40码-黑色,2,147.36,294.72,294.72,17.48,277.24,已完成,云南省,云南省,用户867,13815432532,云南省区测试路294号,146.49,七天无理由退货,退款成功,支付宝,中通快递,YT57319907505,否,0,运动户外,否
2605000448,2026-04-24 15:05:31,PD00008,桌面手机支架可折叠,SKU017,SP00008,基础款-黑色,1,16.89,16.89,16.89,1.83,15.06,已发货,河北省,河北省,用户414,13841359043,河北省区测试路198号,0,,,花呗分期,韵达快递,YT94536064463,是,0,数码电器,否
2605000197,2026-04-24 17:42:33,PD00008,桌面手机支架可折叠,SKU017,SP00008,基础款-黑色,4,13.86,55.44,55.44,1.85,53.59,已发货,河南省,郑州,用户714,13859041710,郑州区测试路154号,0,,,微信支付,圆通速递,YT16306682368,否,0,数码电器,否
2605000299,2026-04-24 20:10:19,PD00002,无线蓝牙耳机Pro版,SKU005,SP00002,白色降噪版,3,246.13,738.39,738.39,136.78,601.61,已退款,浙江省,杭州,用户360,13825523565,杭州区测试路289号,431.16,七天无理由退货,退款成功,支付宝,韵达快递,YT37531068253,否,0,数码电器,否
2605000342,2026-04-24 22:23:47,PD00005,男士运动休闲鞋透气款,SKU010,SP00005,39码-黑色,2,126.57,253.14,253.14,5.22,247.92,已退款,安徽省,合肥,用户207,13890849569,合肥区测试路290号,169.18,发错货/漏发,退款成功,支付宝,顺丰速运,YT19575594306,否,0,运动户外,否
2605000196,2026-04-24 22:37:50,PD00003,儿童益智积木拼装玩具,SKU006,SP00003,大颗粒100粒,3,38.64,115.92,115.92,28.46,87.46,已签收,四川省,成都,用户45,13838622738,成都区测试路81号,0,,,支付宝,顺丰速运,YT38997096231,否,0,母婴玩具,否
2605000332,2026-04-24 22:45:48,PD00001,夏季冰丝凉席三件套,SKU001,SP00001,1.5m床-灰色,5,88.49,442.45,442.45,31.85,410.60,待发货,重庆市,重庆市,用户157,13866777786,重庆市区测试路228号,0,,,支付宝,韵达快递,YT83796348025,否,0,家居生活,否
2605000348,2026-04-25 01:52:34,PD00002,无线蓝牙耳机Pro版,SKU004,SP00002,黑色标准版,4,74.20,296.80,296.80,17.89,278.91,已退款,北京市,北京市,用户416,13869445093,北京市区测试路97号,153.45,收到商品破损,退款成功,微信支付,中通快递,YT77226217765,否,0,数码电器,否
2605000416,2026-04-25 02:26:20,PD00008,桌面手机支架可折叠,SKU017,SP00008,基础款-黑色,1,19.55,19.55,19.55,0.86,18.69,已发货,北京市,北京市,用户700,13837465559,北京市区测试路216号,15.35,收到商品破损,退款成功,微信支付,申通快递,YT18494314752,否,0,数码电器,否
2605000062,2026-04-25 11:38:39,PD00002,无线蓝牙耳机Pro版,SKU005,SP00002,白色降噪版,4,176.02,704.08,704.08,171.58,532.50,已退款,上海市,上海市,用户179,13877120061,上海市区测试路293号,462.19,收到商品破损,退款成功,微信支付,申通快递,YT81711576234,否,0,数码电器,是
2605000352,2026-04-25 12:58:11,PD00005,男士运动休闲鞋透气款,SKU012,SP00005,41码-白色,4,146.36,585.44,585.44,70.97,514.47,待发货,河南省,郑州,用户389,13889544295,郑州区测试路122号,0,,,微信支付,申通快递,YT14074940309,否,0,运动户外,是
2605000180,2026-04-25 13:35:18,PD00001,夏季冰丝凉席三件套,SKU001,SP00001,1.5m床-灰色,4,54.25,217.00,217.00,55.06,161.94,已完成,浙江省,杭州,用户638,13879768710,杭州区测试路89号,0,,,微信支付,韵达快递,YT90762274242,否,0,家居生活,否
2605000360,2026-04-25 15:50:39,PD00008,桌面手机支架可折叠,SKU018,SP00008,升级款-银色,5,24.49,122.45,122.45,8.37,114.08,待发货,湖南省,长沙,用户761,13828706748,长沙区测试路114号,0,,,支付宝,极兔速递,YT46725697703,否,0,数码电器,是
2605000392,2026-04-25 16:04:03,PD00008,桌面手机支架可折叠,SKU018,SP00008,升级款-银色,4,18.75,75.00,75.00,16.37,58.63,已完成,四川省,成都,用户752,13895500316,成都区测试路74号,0,,,微信支付,圆通速递,YT97908764441,否,0,数码电器,否
2605000008,2026-04-25 20:55:23,PD00008,桌面手机支架可折叠,SKU018,SP00008,升级款-银色,3,13.50,40.50,40.50,7.98,32.52,已退款,安徽省,合肥,用户617,13823476521,合肥区测试路135号,24.51,收到商品破损,退款成功,花呗分期,中通快递,YT15378105416,否,0,数码电器,否
2605000336,2026-04-25 22:23:29,PD00002,无线蓝牙耳机Pro版,SKU005,SP00002,白色降噪版,5,250.80,1254.00,1254.00,195.12,1058.88,已完成,河南省,郑州,用户633,13814005480,郑州区测试路134号,0,,,微信支付,韵达快递,YT41123130483,否,0,数码电器,否
2605000070,2026-04-25 22:35:05,PD00003,儿童益智积木拼装玩具,SKU007,SP00003,大颗粒200粒,2,114.43,228.86,228.86,42.48,186.38,已退款,广东省,广州,用户566,13816374919,广州区测试路171号,135.22,发错货/漏发,退款成功,支付宝,申通快递,YT33901207881,否,0,母婴玩具,是
2605000309,2026-04-25 23:35:14,PD00004,不锈钢保温杯大容量,SKU008,SP00004,500ml-黑色,5,41.46,207.30,207.30,41.17,166.13,已完成,四川省,成都,用户376,13895158051,成都区测试路70号,0,,,微信支付,顺丰速运,YT16984993209,否,0,家居生活,否
2605000075,2026-04-26 02:13:49,PD00008,桌面手机支架可折叠,SKU018,SP00008,升级款-银色,1,19.17,19.17,19.17,4.71,14.46,已发货,辽宁省,辽宁省,用户495,13814334574,辽宁省区测试路34号,0,,,微信支付,圆通速递,YT76238058285,是,0,数码电器,否
2605000040,2026-04-26 03:13:03,PD00006,女士防晒衣轻薄透气,SKU014,SP00006,L码-粉色,5,75.86,379.30,379.30,41.15,338.15,已发货,广西,广西,用户455,13895331889,广西区测试路299号,0,,,支付宝,韵达快递,YT47495226732,否,0,服饰内衣,否
2605000265,2026-04-26 06:38:21,PD00007,有机红枣夹核桃500g,SKU016,SP00007,1000g礼盒,2,78.36,156.72,156.72,41.40,115.32,已付款,重庆市,重庆市,用户496,13817864432,重庆市区测试路15号,0,,,支付宝,顺丰速运,YT93266005643,否,0,食品生鲜,否
2605000217,2026-04-26 09:12:38,PD00005,男士运动休闲鞋透气款,SKU010,SP00005,39码-黑色,3,101.02,303.06,303.06,54.62,248.44,待发货,湖南省,长沙,用户265,13882480874,长沙区测试路123号,0,,,花呗分期,圆通速递,YT26445920405,否,0,运动户外,否
2605000411,2026-04-26 13:10:18,PD00002,无线蓝牙耳机Pro版,SKU004,SP00002,黑色标准版,2,124.71,249.42,249.42,12.25,237.17,已退款,湖北省,武汉,用户620,13831810360,武汉区测试路23号,199.03,发错货/漏发,退款成功,花呗分期,中通快递,YT36248953080,否,0,数码电器,否
2605000090,2026-04-26 17:12:25,PD00001,夏季冰丝凉席三件套,SKU002,SP00001,1.8m床-灰色,2,98.37,196.74,196.74,54.36,142.38,已发货,河南省,郑州,用户54,13827558752,郑州区测试路95号,0,,,支付宝,极兔速递,YT60424779627,否,0,家居生活,否
2605000140,2026-04-26 19:23:01,PD00003,儿童益智积木拼装玩具,SKU006,SP00003,大颗粒100粒,3,71.47,214.41,214.41,59.27,155.14,已签收,天津市,天津市,用户575,13873175433,天津市区测试路261号,0,,,支付宝,极兔速递,YT47588886805,否,0,母婴玩具,否
2605000240,2026-04-26 20:07:27,PD00001,夏季冰丝凉席三件套,SKU001,SP00001,1.5m床-灰色,1,52.18,52.18,52.18,12.78,39.40,已完成,天津市,天津市,用户600,13843361891,天津市区测试路250号,0,,,微信支付,圆通速递,YT74380320196,否,0,家居生活,否
2605000400,2026-04-26 21:08:26,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,2,31.55,63.10,63.10,8.46,54.64,已退款,天津市,天津市,用户352,13821578035,天津市区测试路102号,49.41,七天无理由退货,退款成功,支付宝,圆通速递,YT51154186606,否,0,食品生鲜,否
2605000407,2026-04-26 23:45:14,PD00001,夏季冰丝凉席三件套,SKU002,SP00001,1.8m床-灰色,1,55.49,55.49,55.49,13.73,41.76,已签收,江西省,江西省,用户443,13842795027,江西省区测试路51号,0,,,花呗分期,圆通速递,YT47069518491,否,0,家居生活,否
2605000009,2026-04-27 02:59:25,PD00004,不锈钢保温杯大容量,SKU009,SP00004,800ml-银色,3,44.43,133.29,133.29,32.86,100.43,已发货,上海市,上海市,用户200,13866061084,上海市区测试路94号,0,,,花呗分期,圆通速递,YT11292534811,否,0,家居生活,否
2605000430,2026-04-27 03:42:46,PD00008,桌面手机支架可折叠,SKU018,SP00008,升级款-银色,4,28.33,113.32,113.32,10.11,103.21,已完成,湖南省,长沙,用户137,13851518681,长沙区测试路178号,0,,,支付宝,极兔速递,YT75480692154,否,0,数码电器,否
2605000211,2026-04-27 05:10:17,PD00004,不锈钢保温杯大容量,SKU008,SP00004,500ml-黑色,3,50.34,151.02,151.02,25.19,125.83,已退款,北京市,北京市,用户727,13897627135,北京市区测试路236号,59.68,质量问题,退款成功,支付宝,圆通速递,YT54169590094,否,0,家居生活,否
2605000382,2026-04-27 05:40:15,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,5,38.90,194.50,194.50,4.58,189.92,已发货,广西,广西,用户825,13821047724,广西区测试路158号,0,,,支付宝,中通快递,YT59725074302,否,0,食品生鲜,否
2605000221,2026-04-27 06:28:43,PD00005,男士运动休闲鞋透气款,SKU011,SP00005,40码-黑色,1,131.40,131.40,131.40,29.71,101.69,待发货,上海市,上海市,用户820,13870992454,上海市区测试路289号,0,,,花呗分期,极兔速递,YT71032931851,否,0,运动户外,是
2605000003,2026-04-27 06:32:42,PD00001,夏季冰丝凉席三件套,SKU002,SP00001,1.8m床-灰色,1,87.49,87.49,87.49,23.80,63.69,已付款,江苏省,南京,用户145,13866125696,南京区测试路272号,0,,,支付宝,申通快递,YT40696129591,否,0,家居生活,否
2605000039,2026-04-27 12:05:38,PD00006,女士防晒衣轻薄透气,SKU013,SP00006,M码-浅蓝,2,68.13,136.26,136.26,0.84,135.42,已退款,上海市,上海市,用户995,13829715034,上海市区测试路88号,62.81,发错货/漏发,退款成功,支付宝,中通快递,YT24088491348,否,0,服饰内衣,否
2605000041,2026-04-27 13:30:49,PD00007,有机红枣夹核桃500g,SKU016,SP00007,1000g礼盒,2,51.83,103.66,103.66,18.75,84.91,待发货,陕西省,陕西省,用户401,13860506148,陕西省区测试路114号,0,,,支付宝,顺丰速运,YT32607928855,否,0,食品生鲜,否
2605000015,2026-04-27 18:20:36,PD00005,男士运动休闲鞋透气款,SKU011,SP00005,40码-黑色,1,80.76,80.76,80.76,8.60,72.16,待发货,河北省,河北省,用户941,13875364101,河北省区测试路71号,0,,,微信支付,中通快递,YT28123182683,否,0,运动户外,否
2605000376,2026-04-27 19:06:39,PD00006,女士防晒衣轻薄透气,SKU014,SP00006,L码-粉色,1,67.68,67.68,67.68,4.81,62.87,已付款,重庆市,重庆市,用户642,13836336602,重庆市区测试路256号,0,,,支付宝,韵达快递,YT72728035164,否,0,服饰内衣,否
2605000390,2026-04-27 20:03:31,PD00001,夏季冰丝凉席三件套,SKU003,SP00001,1.5m床-蓝色,5,45.15,225.75,225.75,8.61,217.14,已付款,安徽省,合肥,用户565,13825255495,合肥区测试路85号,0,,,微信支付,顺丰速运,YT13413137907,是,0,家居生活,否
2605000279,2026-04-28 04:39:16,PD00002,无线蓝牙耳机Pro版,SKU005,SP00002,白色降噪版,1,220.38,220.38,220.38,22.13,198.25,已退款,福建省,厦门,用户619,13851038148,厦门区测试路94号,166.20,发错货/漏发,退款成功,花呗分期,极兔速递,YT98910688801,是,0,数码电器,否
2605000104,2026-04-28 06:06:57,PD00007,有机红枣夹核桃500g,SKU016,SP00007,1000g礼盒,4,35.11,140.44,140.44,28.56,111.88,已完成,云南省,云南省,用户725,13857292782,云南省区测试路181号,0,,,微信支付,中通快递,YT81955039506,否,0,食品生鲜,否
2605000055,2026-04-28 06:39:30,PD00004,不锈钢保温杯大容量,SKU008,SP00004,500ml-黑色,1,49.72,49.72,49.72,4.30,45.42,已退款,湖南省,长沙,用户743,13834371972,长沙区测试路103号,43.36,质量问题,退款成功,支付宝,极兔速递,YT65891550793,否,0,家居生活,否
2605000438,2026-04-28 07:59:37,PD00008,桌面手机支架可折叠,SKU018,SP00008,升级款-银色,4,25.62,102.48,102.48,30.22,72.26,已发货,云南省,云南省,用户258,13818137326,云南省区测试路194号,0,,,微信支付,中通快递,YT42102903217,否,0,数码电器,否
2605000154,2026-04-28 09:53:42,PD00001,夏季冰丝凉席三件套,SKU001,SP00001,1.5m床-灰色,1,80.01,80.01,80.01,6.93,73.08,待发货,湖北省,武汉,用户254,13877841533,武汉区测试路28号,0,,,支付宝,极兔速递,YT61796770284,否,0,家居生活,否
2605000349,2026-04-28 13:57:50,PD00003,儿童益智积木拼装玩具,SKU007,SP00003,大颗粒200粒,2,114.49,228.98,228.98,27.45,201.53,已签收,北京市,北京市,用户752,13837863338,北京市区测试路138号,0,,,微信支付,圆通速递,YT14726110189,否,0,母婴玩具,否
2605000310,2026-04-28 14:57:38,PD00007,有机红枣夹核桃500g,SKU016,SP00007,1000g礼盒,4,70.16,280.64,280.64,32.13,248.51,已签收,天津市,天津市,用户484,13855104416,天津市区测试路123号,0,,,微信支付,顺丰速运,YT81344217077,否,0,食品生鲜,否
2605000115,2026-04-28 15:05:55,PD00005,男士运动休闲鞋透气款,SKU010,SP00005,39码-黑色,1,79.20,79.20,79.20,21.30,57.90,已退款,广东省,广州,用户650,13861377529,广州区测试路27号,20.40,质量问题,退款成功,花呗分期,中通快递,YT42656952654,否,0,运动户外,否
2605000013,2026-04-28 18:43:40,PD00007,有机红枣夹核桃500g,SKU016,SP00007,1000g礼盒,3,84.68,254.04,254.04,66.13,187.91,待发货,江西省,江西省,用户271,13867732792,江西省区测试路116号,0,,,花呗分期,韵达快递,YT78520713170,否,0,食品生鲜,否
2605000061,2026-04-28 22:26:59,PD00003,儿童益智积木拼装玩具,SKU007,SP00003,大颗粒200粒,4,56.30,225.20,225.20,38.25,186.95,已退款,山东省,青岛,用户223,13847901530,青岛区测试路119号,71.25,七天无理由退货,退款成功,花呗分期,韵达快递,YT28092944632,否,0,母婴玩具,否
2605000135,2026-04-28 23:40:35,PD00005,男士运动休闲鞋透气款,SKU010,SP00005,39码-黑色,2,97.50,195.00,195.00,47.47,147.53,已签收,湖北省,武汉,用户76,13817989496,武汉区测试路85号,0,,,微信支付,申通快递,YT48531558647,否,0,运动户外,是
2605000147,2026-04-29 00:36:49,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,2,34.05,68.10,68.10,13.55,54.55,已签收,湖北省,武汉,用户857,13817169985,武汉区测试路185号,0,,,微信支付,申通快递,YT32404230804,否,0,食品生鲜,否
2605000117,2026-04-29 03:03:25,PD00002,无线蓝牙耳机Pro版,SKU004,SP00002,黑色标准版,2,90.02,180.04,180.04,13.22,166.82,已发货,重庆市,重庆市,用户181,13866223358,重庆市区测试路120号,0,,,花呗分期,极兔速递,YT55912172654,否,0,数码电器,否
2605000281,2026-04-29 05:09:25,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,1,47.19,47.19,47.19,2.96,44.23,已完成,重庆市,重庆市,用户803,13867698060,重庆市区测试路110号,0,,,支付宝,中通快递,YT56729961321,否,0,食品生鲜,否
2605000280,2026-04-29 19:53:32,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,3,46.96,140.88,140.88,41.23,99.65,已付款,湖北省,武汉,用户222,13832854576,武汉区测试路23号,0,,,支付宝,中通快递,YT89886328499,否,0,食品生鲜,否
2605000388,2026-04-29 20:00:52,PD00006,女士防晒衣轻薄透气,SKU014,SP00006,L码-粉色,5,80.91,404.55,404.55,115.41,289.14,已付款,北京市,北京市,用户627,13827522286,北京市区测试路129号,0,,,微信支付,申通快递,YT78952056514,否,0,服饰内衣,否
2605000395,2026-04-29 22:20:58,PD00006,女士防晒衣轻薄透气,SKU013,SP00006,M码-浅蓝,1,40.53,40.53,40.53,4.99,35.54,已完成,上海市,上海市,用户501,13824735405,上海市区测试路285号,0,,,微信支付,顺丰速运,YT55486148697,否,0,服饰内衣,否
2605000019,2026-04-30 04:16:39,PD00005,男士运动休闲鞋透气款,SKU011,SP00005,40码-黑色,1,100.99,100.99,100.99,8.86,92.13,已退款,北京市,北京市,用户874,13814433900,北京市区测试路156号,80.05,不喜欢/效果不好,退款成功,支付宝,中通快递,YT39701997245,否,0,运动户外,是
2605000251,2026-04-30 13:17:03,PD00002,无线蓝牙耳机Pro版,SKU004,SP00002,黑色标准版,1,147.70,147.70,147.70,12.54,135.16,已完成,辽宁省,辽宁省,用户641,13817100050,辽宁省区测试路178号,0,,,支付宝,顺丰速运,YT19530759494,否,0,数码电器,是
2605000301,2026-04-30 17:10:27,PD00001,夏季冰丝凉席三件套,SKU002,SP00001,1.8m床-灰色,2,89.08,178.16,178.16,22.90,155.26,已完成,河南省,郑州,用户984,13866762786,郑州区测试路257号,0,,,支付宝,极兔速递,YT74826171859,否,0,家居生活,否
2605000379,2026-04-30 19:39:02,PD00004,不锈钢保温杯大容量,SKU008,SP00004,500ml-黑色,1,59.06,59.06,59.06,8.76,50.30,已签收,广西,广西,用户40,13841198632,广西区测试路174号,0,,,花呗分期,顺丰速运,YT96205763510,否,0,家居生活,否
2605000213,2026-04-30 21:12:22,PD00004,不锈钢保温杯大容量,SKU008,SP00004,500ml-黑色,5,55.00,275.00,275.00,6.29,268.71,已完成,山东省,青岛,用户286,13839532293,青岛区测试路174号,0,,,支付宝,极兔速递,YT73877043495,否,0,家居生活,否
2605000241,2026-04-30 22:12:35,PD00005,男士运动休闲鞋透气款,SKU011,SP00005,40码-黑色,3,115.07,345.21,345.21,30.68,314.53,已签收,广西,广西,用户158,13820718672,广西区测试路232号,0,,,微信支付,极兔速递,YT83702148188,否,0,运动户外,否
2605000074,2026-05-01 00:55:29,PD00002,无线蓝牙耳机Pro版,SKU005,SP00002,白色降噪版,5,171.81,859.05,859.05,162.77,696.28,已退款,广东省,广州,用户229,13837072619,广州区测试路140号,385.47,物流太慢,退款成功,花呗分期,韵达快递,YT11520668944,否,0,数码电器,是
2605000364,2026-05-01 04:19:41,PD00003,儿童益智积木拼装玩具,SKU006,SP00003,大颗粒100粒,4,52.61,210.44,210.44,44.13,166.31,已签收,福建省,厦门,用户898,13882547612,厦门区测试路144号,0,,,微信支付,顺丰速运,YT11868487928,是,0,母婴玩具,是
2605000230,2026-05-01 05:05:41,PD00006,女士防晒衣轻薄透气,SKU014,SP00006,L码-粉色,3,70.09,210.27,210.27,48.93,161.34,已付款,四川省,成都,用户198,13842818070,成都区测试路11号,160.27,质量问题,退款成功,微信支付,顺丰速运,YT61746058944,否,0,服饰内衣,否
2605000269,2026-05-01 18:45:10,PD00004,不锈钢保温杯大容量,SKU008,SP00004,500ml-黑色,2,24.60,49.20,49.20,4.88,44.32,已发货,湖南省,长沙,用户132,13812836210,长沙区测试路212号,0,,,支付宝,极兔速递,YT27656041340,否,0,家居生活,否
2605000242,2026-05-01 20:15:39,PD00004,不锈钢保温杯大容量,SKU008,SP00004,500ml-黑色,3,28.38,85.14,85.14,21.33,63.81,已签收,浙江省,杭州,用户494,13871832990,杭州区测试路285号,0,,,支付宝,顺丰速运,YT37481459964,否,0,家居生活,否
2605000425,2026-05-02 02:24:42,PD00004,不锈钢保温杯大容量,SKU008,SP00004,500ml-黑色,3,34.53,103.59,103.59,0.15,103.44,待发货,天津市,天津市,用户826,13850746489,天津市区测试路235号,102.99,物流太慢,退款成功,花呗分期,申通快递,YT83707864382,是,0,家居生活,否
2605000123,2026-05-02 05:39:33,PD00003,儿童益智积木拼装玩具,SKU006,SP00003,大颗粒100粒,3,69.21,207.63,207.63,60.86,146.77,待发货,辽宁省,辽宁省,用户191,13899068225,辽宁省区测试路14号,0,,,花呗分期,顺丰速运,YT53823265509,否,0,母婴玩具,否
2605000406,2026-05-02 08:37:40,PD00005,男士运动休闲鞋透气款,SKU012,SP00005,41码-白色,5,95.84,479.20,479.20,142.55,336.65,已完成,河南省,郑州,用户718,13837818877,郑州区测试路257号,0,,,支付宝,韵达快递,YT95586594829,否,0,运动户外,否
2605000235,2026-05-02 11:12:18,PD00001,夏季冰丝凉席三件套,SKU001,SP00001,1.5m床-灰色,2,80.87,161.74,161.74,4.82,156.92,已签收,湖南省,长沙,用户175,13851388031,长沙区测试路116号,0,,,支付宝,圆通速递,YT79127896409,否,0,家居生活,是
2605000383,2026-05-02 13:12:29,PD00006,女士防晒衣轻薄透气,SKU014,SP00006,L码-粉色,2,76.49,152.98,152.98,36.13,116.85,已完成,广西,广西,用户885,13838984120,广西区测试路204号,0,,,花呗分期,顺丰速运,YT79018105581,否,0,服饰内衣,否
2605000260,2026-05-02 16:11:26,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,4,21.51,86.04,86.04,6.57,79.47,已发货,湖北省,武汉,用户961,13896289104,武汉区测试路173号,0,,,微信支付,圆通速递,YT69816970389,否,0,食品生鲜,是
2605000201,2026-05-03 11:20:46,PD00003,儿童益智积木拼装玩具,SKU007,SP00003,大颗粒200粒,4,83.58,334.32,334.32,49.85,284.47,已退款,山东省,青岛,用户499,13895927347,青岛区测试路31号,147.34,收到商品破损,退款成功,微信支付,韵达快递,YT18261058663,否,0,母婴玩具,否
2605000353,2026-05-03 13:33:17,PD00004,不锈钢保温杯大容量,SKU009,SP00004,800ml-银色,2,69.90,139.80,139.80,13.24,126.56,已发货,河北省,河北省,用户903,13875841301,河北省区测试路168号,0,,,支付宝,极兔速递,YT85858013871,是,0,家居生活,否
2605000250,2026-05-04 00:40:05,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,1,45.06,45.06,45.06,4.12,40.94,待发货,安徽省,合肥,用户137,13860068020,合肥区测试路95号,23.35,商品与描述不符,退款成功,花呗分期,圆通速递,YT69157089023,否,0,食品生鲜,否
2605000025,2026-05-04 03:47:18,PD00004,不锈钢保温杯大容量,SKU008,SP00004,500ml-黑色,1,44.73,44.73,44.73,9.75,34.98,已发货,山东省,青岛,用户359,13866832261,青岛区测试路174号,0,,,微信支付,顺丰速运,YT34104406987,否,0,家居生活,否
2605000274,2026-05-04 04:41:52,PD00007,有机红枣夹核桃500g,SKU016,SP00007,1000g礼盒,4,79.12,316.48,316.48,26.43,290.05,待发货,安徽省,合肥,用户178,13883363964,合肥区测试路89号,0,,,支付宝,极兔速递,YT59961884053,否,0,食品生鲜,否
2605000133,2026-05-04 04:58:55,PD00003,儿童益智积木拼装玩具,SKU006,SP00003,大颗粒100粒,5,63.05,315.25,315.25,26.97,288.28,待发货,河南省,郑州,用户562,13815696855,郑州区测试路284号,236.73,质量问题,退款成功,花呗分期,圆通速递,YT36287027783,否,0,母婴玩具,否
2605000172,2026-05-04 12:13:15,PD00006,女士防晒衣轻薄透气,SKU013,SP00006,M码-浅蓝,5,75.76,378.80,378.80,16.18,362.62,已发货,湖南省,长沙,用户108,13841132089,长沙区测试路223号,0,,,花呗分期,韵达快递,YT75248094944,否,0,服饰内衣,是
2605000232,2026-05-04 15:47:47,PD00005,男士运动休闲鞋透气款,SKU011,SP00005,40码-黑色,4,83.84,335.36,335.36,55.12,280.24,已发货,福建省,厦门,用户694,13843670951,厦门区测试路198号,0,,,花呗分期,韵达快递,YT19440438080,否,0,运动户外,是
2605000431,2026-05-04 16:28:05,PD00001,夏季冰丝凉席三件套,SKU003,SP00001,1.5m床-蓝色,4,86.64,346.56,346.56,79.08,267.48,已退款,山东省,青岛,用户317,13851435303,青岛区测试路189号,130.73,质量问题,退款成功,花呗分期,韵达快递,YT40473520531,是,0,家居生活,否
2605000105,2026-05-04 17:14:56,PD00002,无线蓝牙耳机Pro版,SKU005,SP00002,白色降噪版,3,201.33,603.99,603.99,110.48,493.51,已退款,辽宁省,辽宁省,用户706,13855103606,辽宁省区测试路235号,297.57,质量问题,退款成功,微信支付,申通快递,YT69408969036,否,0,数码电器,是
2605000207,2026-05-04 22:16:58,PD00002,无线蓝牙耳机Pro版,SKU005,SP00002,白色降噪版,2,211.68,423.36,423.36,89.65,333.71,已发货,陕西省,陕西省,用户930,13816741518,陕西省区测试路16号,0,,,微信支付,圆通速递,YT26122867108,否,0,数码电器,否
2605000445,2026-05-05 00:40:53,PD00008,桌面手机支架可折叠,SKU018,SP00008,升级款-银色,3,22.66,67.98,67.98,5.94,62.04,已发货,四川省,成都,用户697,13831256532,成都区测试路177号,0,,,微信支付,顺丰速运,YT48160226180,否,0,数码电器,否
2605000263,2026-05-05 02:22:59,PD00006,女士防晒衣轻薄透气,SKU014,SP00006,L码-粉色,3,82.51,247.53,247.53,72.57,174.96,已退款,广西,广西,用户849,13879584482,广西区测试路45号,135.30,发错货/漏发,退款成功,支付宝,极兔速递,YT44522250699,否,0,服饰内衣,否
2605000371,2026-05-05 10:04:23,PD00003,儿童益智积木拼装玩具,SKU006,SP00003,大颗粒100粒,3,45.49,136.47,136.47,32.40,104.07,待发货,广东省,广州,用户558,13849002918,广州区测试路100号,0,,,微信支付,韵达快递,YT37645133191,否,0,母婴玩具,否
2605000155,2026-05-05 10:54:55,PD00006,女士防晒衣轻薄透气,SKU014,SP00006,L码-粉色,4,74.71,298.84,298.84,54.60,244.24,已发货,辽宁省,辽宁省,用户465,13842839484,辽宁省区测试路61号,0,,,微信支付,极兔速递,YT37301128321,否,0,服饰内衣,否
2605000127,2026-05-05 13:39:54,PD00003,儿童益智积木拼装玩具,SKU006,SP00003,大颗粒100粒,4,69.10,276.40,276.40,41.52,234.88,已签收,湖北省,武汉,用户773,13856680389,武汉区测试路212号,0,,,微信支付,申通快递,YT90096248166,否,0,母婴玩具,否
2605000270,2026-05-05 15:31:46,PD00006,女士防晒衣轻薄透气,SKU013,SP00006,M码-浅蓝,4,43.24,172.96,172.96,1.28,171.68,已付款,陕西省,陕西省,用户988,13814773433,陕西省区测试路89号,0,,,微信支付,中通快递,YT71355762933,否,0,服饰内衣,是
2605000305,2026-05-06 00:18:06,PD00005,男士运动休闲鞋透气款,SKU012,SP00005,41码-白色,1,158.24,158.24,158.24,32.88,125.36,已退款,云南省,云南省,用户388,13869439734,云南省区测试路126号,113.13,不喜欢/效果不好,退款成功,支付宝,申通快递,YT35565482475,否,0,运动户外,是
2605000362,2026-05-06 03:06:00,PD00006,女士防晒衣轻薄透气,SKU014,SP00006,L码-粉色,2,70.14,140.28,140.28,21.35,118.93,已签收,安徽省,合肥,用户501,13884755196,合肥区测试路36号,61.37,七天无理由退货,退款成功,微信支付,韵达快递,YT99166130103,否,0,服饰内衣,否
2605000076,2026-05-06 03:35:11,PD00003,儿童益智积木拼装玩具,SKU006,SP00003,大颗粒100粒,4,32.46,129.84,129.84,26.83,103.01,待发货,江苏省,南京,用户884,13849804740,南京区测试路91号,0,,,花呗分期,申通快递,YT90630056080,否,0,母婴玩具,是
