订单号,订单状态,支付时间,发货时间,确认收货时间,订单成交时间,承诺发货时间,商品名称,商品ID,商家编码-商品维度,商家编码-规格维度,商品规格,规格id,规格名称,样式ID,商品一级类目,商品二级类目,商品三级类目,商品四级类目,商品数量(件),商品单价(元),商品总价(元),用户实付金额(元),商家实收金额(元),邮费(元),店铺优惠折扣(元),平台优惠折扣(元),多多支付立减金额(元),拼多多优惠券(元),平台技术服务费(元),上门安装费(元),送货入户费(元),送货入户并安装费(元),退款金额(元),退款原因,退款类型,售后状态,省,市,区,街道/镇,收货人,收货人手机,买家留言,商家备注,订单来源,是否直播间成交,是否直播间引导成交,是否门店自提,门店名称,支付方式,是否分期,分期期数,手续费承担方,是否预售,是否顺丰加价,是否抽奖或0元试用,是否社区团购,是否无痕发货,是否节能补贴,快递公司,快递单号,配送状态,集运类型
2705000140,已退款,2026-04-29 09:25:12,2026-05-01 19:32:31,2026-05-08,2026-04-29 16:41:57,2026-05-01,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,2,19.90,39.80,33.94,33.74,0.00,1.55,1.35,0.97,1.99,0.20,0.00,0.00,0.00,29.71,商品与描述不符,退货退款,退款成功,云南省,昆明,海淀区,昆明市海淀区解放路21号,用户180,18620196120,送人用请精美包装,,APP-Android,否,否,否,,多多支付,否,,,否,否,否,否,否,否,申通快递,YT97420965636,已签收,
2705000501,已付款,2026-04-29 12:41:19,2026-05-01 16:30:28,2026-05-06,2026-04-29 07:03:12,2026-05-01,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,3,89.00,267.00,253.10,251.58,0.00,0.22,0.19,0.14,13.35,1.52,0.00,0.00,0.00,0.00,,,,江苏省,南京,锦江区,南京市锦江区长安街130号,用户889,13436970283,,,APP-Android,否,否,否,,微信支付,否,,买家,否,否,否,否,否,否,韵达快递,YT62048720017,运输中,
2705000304,已完成,2026-04-29 15:13:00,2026-05-01 00:46:16,2026-05-02,2026-04-29 21:35:57,2026-05-01,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,2,109.00,218.00,160.72,159.76,0.00,18.55,16.23,11.60,10.90,0.96,0.00,0.00,0.00,0.00,,,,浙江省,杭州,南山区,杭州市南山区长安街157号,用户414,17841991084,发之前检查一下质量,,小程序,否,否,否,,多多支付,否,,,是,否,否,否,否,否,顺丰速运,YT35164143217,运输中,
2705000454,已完成,2026-04-29 16:06:23,2026-04-30 11:08:25,2026-05-06,2026-04-29 13:20:03,2026-05-01,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,160.03,159.07,0.00,3.63,3.17,2.27,8.90,0.96,0.00,0.00,0.00,0.00,,,换货,湖南省,长沙,锦江区,长沙市锦江区人民路44号,用户611,15627694722,,,APP-iOS,否,否,是,大悦城店,微信支付,否,,,否,否,否,否,否,否,极兔速递,YT51292795204,已签收,
2705000390,已付款,2026-04-29 17:31:52,2026-04-30 21:50:13,2026-05-01,2026-04-29 09:21:39,2026-05-01,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,65.00,65.00,50.03,49.73,0.00,5.99,5.24,3.74,0.00,0.30,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,南山区,沈阳市南山区人民路57号,用户891,13613098582,,,网页,是,否,否,,微信支付,否,,,是,否,否,否,否,否,中通快递,YT13508127170,运输中,
2705000010,已退款,2026-04-30 04:09:51,2026-05-01 23:45:00,2026-05-08,2026-04-30 10:12:05,2026-05-02,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,76.92,76.15,0.00,4.83,4.23,3.02,0.00,0.77,0.00,0.00,0.00,65.64,卖家发错尺码,退货退款,退货退款,安徽省,合肥,南山区,合肥市南山区解放路78号,用户952,13571806835,,,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,顺丰速运,YT11838595135,运输中,
2705000214,已签收,2026-04-30 05:38:41,2026-04-30 06:58:56,2026-05-07,2026-04-30 17:32:49,2026-05-02,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,1,59.00,59.00,44.35,44.08,0.00,5.86,5.13,3.66,0.00,0.27,0.00,0.00,0.00,0.00,,,,上海市,上海,福田区,上海市福田区中山路222号,用户479,16315542117,,,网页,否,否,否,,微信支付,否,,,是,否,否,否,否,否,邮政快递,YT13353094904,运输中,
2705000203,已签收,2026-04-30 13:37:07,2026-05-01 14:34:11,2026-05-08,2026-04-30 23:44:28,2026-05-02,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,5,189.00,945.00,929.49,923.91,0.00,6.20,5.43,3.88,0.00,5.58,0.00,0.00,0.00,0.00,,,,广东省,广州,西城区,广州市西城区长安街148号,用户713,17586438186,,,网页,否,否,否,,支付宝,否,,,否,否,否,否,否,否,顺丰速运,YT34461818653,运输中,
2705000087,已退款,2026-04-30 14:02:08,2026-05-01 14:00:52,2026-05-08,2026-04-30 04:21:36,2026-05-02,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,1,109.00,109.00,91.48,90.93,0.00,7.01,6.13,4.38,0.00,0.55,0.00,0.00,0.00,46.59,物流太慢,仅退款,退货退款,四川省,成都,东城区,成都市东城区南京路231号,用户552,16796666482,,,网页,否,否,否,,支付宝,否,,,否,否,否,否,否,否,邮政快递,YT51517650391,运输中,
2705000282,已发货,2026-04-30 16:59:01,2026-05-01 20:57:24,2026-05-02,2026-04-30 07:23:12,2026-05-02,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,3,89.00,267.00,255.61,254.08,0.00,4.55,3.99,2.85,0.00,1.53,0.00,0.00,0.00,220.21,收到商品破损,退货退款,退款成功,湖南省,长沙,天河区,长沙市天河区长安街24号,用户387,15688919069,,,网页,否,否,否,,支付宝,否,,买家,否,否,否,否,否,否,顺丰速运,YT21388459265,派送中,
2705000029,已签收,2026-04-30 17:39:52,2026-04-30 10:29:45,2026-05-03,2026-04-30 08:52:54,2026-05-02,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,1,189.00,189.00,151.67,150.76,0.00,14.93,13.07,9.33,0.00,0.91,0.00,0.00,0.00,0.00,,,,江西省,南昌,南山区,南昌市南山区建设路213号,用户501,15571818663,,,网页,否,否,否,,多多支付,否,,,否,否,否,否,否,否,极兔速递,YT89286402591,运输中,
2705000375,已签收,2026-04-30 18:58:57,2026-05-02 02:53:10,2026-05-05,2026-04-30 00:16:53,2026-05-02,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,196.43,195.25,0.00,16.63,14.55,10.39,0.00,1.18,0.00,0.00,0.00,0.00,,,,陕西省,西安,南山区,西安市南山区长安街61号,用户894,16635553461,到货前短信通知,,APP-Android,否,否,否,,多多支付,否,,,否,否,否,否,否,否,极兔速递,YT35024954614,派送中,
2705000213,已完成,2026-04-30 19:22:35,2026-05-03 01:02:48,2026-05-10,2026-04-30 15:24:53,2026-05-02,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,2,109.00,218.00,182.93,181.83,0.00,9.67,8.46,6.04,10.90,1.10,71.02,0.00,0.00,109.48,商品与描述不符,仅退款,退款成功,辽宁省,沈阳,浦东新区,沈阳市浦东新区解放路17号,用户415,17343300876,,,网页,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,申通快递,YT55987727318,已签收,
2705000336,已完成,2026-04-30 19:43:18,2026-05-02 01:04:04,2026-05-07,2026-04-30 05:13:27,2026-05-02,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,180.45,179.37,0.00,23.02,20.14,14.39,0.00,1.08,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,锦江区,沈阳市锦江区建设路268号,用户768,14319524620,到货前短信通知,,APP-Android,是,否,否,,多多支付,否,,,否,否,否,否,否,否,极兔速递,YT64866181301,已签收,
2705000502,待发货,2026-04-30 22:29:34,2026-05-01 10:01:38,2026-05-07,2026-04-30 07:47:44,2026-05-02,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,5,129.00,645.00,500.43,497.43,0.00,57.83,50.60,36.14,0.00,3.00,0.00,0.00,0.00,0.00,,,,安徽省,合肥,浦东新区,合肥市浦东新区长安街114号,用户389,14147700239,,要赠品,APP-iOS,否,否,否,,多多支付,否,,,否,否,否,否,否,否,极兔速递,YT10740698280,派送中,
2705000200,已取消,2026-04-30 23:04:47,,,2026-04-30 03:08:41,2026-05-02,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,5,99.00,495.00,494.93,491.96,0.00,0.03,0.02,0.02,0.00,2.97,0.00,0.00,0.00,0.00,,,,重庆市,重庆,南山区,重庆市南山区长安街50号,用户471,13742510294,,,H5,否,否,否,,多多支付,否,,买家,否,否,否,否,否,否,申通快递,YT19032953869,,
2705000253,待发货,2026-04-30 23:22:12,2026-05-02 16:14:47,2026-05-07,2026-04-30 00:28:54,2026-05-02,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,3,129.00,387.00,322.36,320.43,0.00,25.86,22.62,16.16,0.00,1.93,0.00,0.00,0.00,0.00,,,,河北省,石家庄,西城区,石家庄市西城区解放路128号,用户933,19170449410,,,小程序,否,否,否,,多多支付,否,,,否,否,否,否,否,否,邮政快递,YT85248199836,已签收,
2705000114,已退款,2026-04-30 23:32:57,2026-05-02 13:58:40,2026-05-03,2026-04-30 09:36:37,2026-05-02,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,67.97,67.56,0.00,0.41,0.36,0.26,0.00,0.41,0.00,0.00,0.00,29.83,收到商品破损,仅退款,退货退款,广东省,广州,海淀区,广州市海淀区南京路83号,用户907,17331772367,,,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,否,极兔速递,YT47058855873,已签收,
2705000306,已完成,2026-05-01 03:41:07,2026-05-04 18:44:24,2026-05-05,2026-05-01 19:58:43,2026-05-03,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,97.48,96.90,0.00,8.61,7.53,5.38,0.00,0.58,0.00,0.00,0.00,0.00,,,,四川省,成都,锦江区,成都市锦江区长安街5号,用户263,19203455246,,,APP-Android,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,圆通速递,YT92665723311,运输中,
2705000261,已取消,2026-05-01 04:01:44,,,2026-05-01 20:56:08,2026-05-03,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,29.63,29.45,0.00,3.75,3.28,2.34,0.00,0.18,0.00,0.00,0.00,0.00,,,,江苏省,南京,福田区,南京市福田区长安街163号,用户849,16929172223,,,H5,否,否,否,,微信支付,否,,,否,是,否,否,否,否,邮政快递,YT25706438888,,
2705000170,已发货,2026-05-01 04:54:21,2026-05-02 22:13:30,2026-05-07,2026-05-01 16:39:11,2026-05-03,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,61.72,61.35,0.00,1.53,1.34,0.96,3.45,0.37,0.00,0.00,0.00,0.00,,,,湖南省,长沙,南山区,长沙市南山区中山路61号,用户209,15271795914,,,APP-iOS,是,否,否,,微信支付,否,,,否,否,否,否,否,否,顺丰速运,YT40898998844,运输中,
2705000291,已退款,2026-05-01 05:59:23,2026-05-01 00:52:22,2026-05-07,2026-05-01 12:30:01,2026-05-03,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,86.55,86.03,0.00,0.98,0.86,0.61,0.00,0.52,0.00,0.00,0.00,71.76,物流太慢,仅退款,退款成功,重庆市,重庆,武侯区,重庆市武侯区中山路40号,用户454,14430161371,,,APP-Android,否,否,否,,多多支付,否,,,否,否,否,否,否,否,申通快递,YT51590230051,运输中,
2705000392,已完成,2026-05-01 06:23:14,2026-05-04 23:34:38,2026-05-08,2026-05-01 09:24:36,2026-05-03,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,3,59.00,177.00,159.68,158.72,0.00,6.93,6.06,4.33,0.00,0.96,0.00,0.00,0.00,0.00,,,,云南省,昆明,西城区,昆明市西城区长安街152号,用户477,16289286689,,,APP-iOS,是,否,否,,多多支付,否,,,否,否,否,否,否,否,韵达快递,YT69325662760,运输中,
2705000180,已签收,2026-05-01 06:33:21,2026-05-04 12:19:13,2026-05-06,2026-05-01 18:57:02,2026-05-03,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,2,39.00,78.00,61.92,61.30,0.00,4.87,4.26,3.05,3.90,0.62,0.00,0.00,0.00,0.00,,,,福建省,厦门,浦东新区,厦门市浦东新区南京路36号,用户192,13621821786,,,H5,否,否,否,,微信支付,否,,买家,否,否,否,否,否,否,申通快递,YT96582172767,派送中,
2705000386,已发货,2026-05-01 07:33:47,2026-05-03 16:43:27,2026-05-06,2026-05-01 03:21:39,2026-05-03,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,1,29.90,29.90,25.07,24.92,0.00,1.93,1.69,1.21,0.00,0.15,0.00,0.00,0.00,0.00,,,,福建省,厦门,浦东新区,厦门市浦东新区长安街117号,用户262,15132906353,,,APP-Android,否,否,否,,多多支付,否,,,否,否,否,否,否,否,中通快递,YT74799551370,派送中,
2705000146,待发货,2026-05-01 09:03:44,2026-05-04 06:24:54,2026-05-11,2026-05-01 21:02:56,2026-05-03,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,110.52,109.86,0.00,3.39,2.97,2.12,0.00,0.66,0.00,0.00,0.00,0.00,,,,广西,南宁,武侯区,南宁市武侯区人民路108号,用户665,17228003500,,,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,圆通速递,YT98249335011,运输中,
2705000129,待发货,2026-05-01 09:35:44,2026-05-04 17:01:26,2026-05-07,2026-05-01 21:11:26,2026-05-03,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,45.00,90.00,80.30,79.82,0.00,2.08,1.82,1.30,4.50,0.48,0.00,43.66,0.00,0.00,,,,北京市,北京,东城区,北京市东城区人民路80号,用户735,17753675229,,,小程序,否,否,否,,微信支付,否,3,,否,否,否,否,是,否,邮政快递,YT54276811578,运输中,
2705000086,已退款,2026-05-01 14:03:44,2026-05-02 14:58:29,2026-05-03,2026-05-01 21:04:26,2026-05-03,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,1,19.90,19.90,16.38,16.28,0.00,1.41,1.23,0.88,0.00,0.10,0.00,0.00,0.00,15.81,七天无理由退货,仅退款,退款成功,天津市,天津,武侯区,天津市武侯区长安街163号,用户152,13655435234,,,网页,是,否,否,,微信支付,否,,,是,否,否,否,否,否,圆通速递,YT80064820397,运输中,转运
2705000078,已付款,2026-05-01 20:50:03,2026-05-04 16:55:44,2026-05-10,2026-05-01 16:09:24,2026-05-03,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,2,39.00,78.00,76.40,75.94,0.00,0.64,0.56,0.40,0.00,0.46,0.00,0.00,0.00,0.00,,,,四川省,成都,西城区,成都市西城区建设路21号,用户816,16978123931,,,APP-Android,否,否,否,,花呗分期,否,12,,否,否,否,否,否,否,韵达快递,YT52757037954,运输中,
2705000395,已付款,2026-05-01 21:20:00,2026-05-04 20:36:39,2026-05-08,2026-05-01 03:11:55,2026-05-03,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,75.57,75.12,0.00,5.37,4.70,3.36,0.00,0.45,0.00,0.00,0.00,0.00,,,,重庆市,重庆,海淀区,重庆市海淀区解放路44号,用户681,15940760641,,,网页,否,否,否,,支付宝,否,,,是,否,否,否,否,否,中通快递,YT98753591655,运输中,
2705000259,已取消,2026-05-01 21:42:25,,,2026-05-01 04:26:57,2026-05-03,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,141.55,140.13,0.00,14.58,12.76,9.11,0.00,1.42,0.00,0.00,0.00,0.00,,,,安徽省,合肥,福田区,合肥市福田区中山路99号,用户597,16311038051,,,小程序,否,否,否,,多多支付,否,,,是,否,否,否,否,否,中通快递,YT62384050663,,
2705000138,已付款,2026-05-02 06:09:48,2026-05-03 13:52:40,2026-05-07,2026-05-02 05:21:57,2026-05-04,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,65.00,65.00,51.92,51.61,0.00,5.23,4.58,3.27,0.00,0.31,0.00,0.00,0.00,0.00,,,,云南省,昆明,锦江区,昆明市锦江区南京路119号,用户916,14134089134,,,APP-Android,否,否,否,,微信支付,否,,,否,否,否,否,否,否,韵达快递,YT51978497952,运输中,
2705000075,已发货,2026-05-02 16:12:02,2026-05-03 13:10:43,2026-05-04,2026-05-02 11:33:52,2026-05-04,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,185.83,184.72,0.00,20.87,18.26,13.04,0.00,1.11,0.00,0.00,0.00,0.00,,,,重庆市,重庆,南山区,重庆市南山区中山路293号,用户955,13324812325,,,网页,否,否,否,,花呗分期,否,3,,否,否,否,否,否,否,圆通速递,YT90870316812,派送中,
2705000288,已退款,2026-05-02 16:13:43,2026-05-04 12:01:08,2026-05-06,2026-05-02 19:15:12,2026-05-04,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,3,119.00,357.00,334.87,332.86,0.00,1.71,1.50,1.07,17.85,2.01,0.00,0.00,0.00,122.44,商品与描述不符,仅退款,退款成功,山东省,青岛,朝阳区,青岛市朝阳区解放路221号,用户272,14676933046,,,APP-iOS,否,否,否,,支付宝,否,,,否,是,否,否,否,否,极兔速递,YT16467749360,运输中,
2705000475,已签收,2026-05-02 17:51:12,2026-05-04 19:46:42,2026-05-08,2026-05-02 22:56:09,2026-05-04,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,105.20,104.57,0.00,5.52,4.83,3.45,0.00,0.63,0.00,0.00,0.00,0.00,,,,北京市,北京,浦东新区,北京市浦东新区长安街87号,用户997,16471233706,,,网页,否,否,否,,微信支付,否,,,否,否,否,否,否,否,韵达快递,YT68208071472,运输中,
2705000488,待发货,2026-05-02 18:28:14,2026-05-04 17:02:10,2026-05-09,2026-05-02 17:57:02,2026-05-04,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,5,65.00,325.00,250.28,248.78,0.00,29.89,26.15,18.68,0.00,1.50,0.00,0.00,0.00,0.00,,,,浙江省,杭州,天河区,杭州市天河区长安街40号,用户290,15562830816,,,网页,否,否,否,,多多支付,否,,,否,否,否,否,否,否,圆通速递,YT47859507174,运输中,
2705000089,已发货,2026-05-03 00:52:45,2026-05-05 00:32:57,2026-05-07,2026-05-03 20:01:57,2026-05-05,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,2,29.90,59.80,44.56,44.29,0.00,4.90,4.29,3.06,2.99,0.27,0.00,0.00,0.00,0.00,,,,广东省,广州,朝阳区,广州市朝阳区中山路67号,用户546,17487399708,,,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT68499650025,运输中,
2705000072,已退款,2026-05-03 03:35:08,2026-05-06 03:41:15,2026-05-11,2026-05-03 11:23:38,2026-05-05,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,2,109.00,218.00,166.33,165.33,0.00,20.67,18.08,12.92,0.00,1.00,0.00,0.00,0.00,87.74,发错货/漏发,退货退款,退款成功,河北省,石家庄,东城区,石家庄市东城区解放路190号,用户685,18954998917,,,小程序,否,否,否,,多多支付,否,12,,否,否,否,否,否,否,邮政快递,YT69332586532,运输中,
2705000363,已付款,2026-05-03 06:49:07,2026-05-05 00:59:17,2026-05-11,2026-05-03 01:23:50,2026-05-05,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,102.48,101.87,0.00,6.61,5.78,4.13,0.00,0.61,0.00,0.00,0.00,0.00,,,,广西,南宁,武侯区,南宁市武侯区南京路29号,用户830,17737505706,,,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,极兔速递,YT61975123432,运输中,
2705000255,已付款,2026-05-03 06:56:09,2026-05-05 17:33:53,2026-05-08,2026-05-03 07:00:20,2026-05-05,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,1,129.00,129.00,110.37,109.71,0.00,7.45,6.52,4.66,0.00,0.66,0.00,0.00,0.00,0.00,,,,河南省,郑州,武侯区,郑州市武侯区人民路283号,用户960,17730592363,,,网页,否,否,否,,微信支付,否,,,否,否,否,否,否,否,申通快递,YT68561757702,派送中,
2705000236,已退款,2026-05-03 07:01:00,2026-05-06 02:53:42,2026-05-09,2026-05-03 04:48:07,2026-05-05,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,1,29.90,29.90,29.04,21.87,7.00,0.34,0.30,0.22,0.00,0.17,0.00,0.00,0.00,17.15,收到商品破损,仅退款,退款成功,广西,南宁,海淀区,南宁市海淀区人民路164号,用户234,17957180496,,VIP客户,网页,否,否,否,,支付宝,否,,,否,否,否,否,否,否,极兔速递,YT18992006674,已签收,
2705000188,已签收,2026-05-03 07:16:41,2026-05-03 16:40:59,2026-05-07,2026-05-03 19:38:57,2026-05-05,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,30.77,30.59,0.00,3.29,2.88,2.06,0.00,0.18,0.00,0.00,0.00,0.00,,,,安徽省,合肥,东城区,合肥市东城区中山路252号,用户329,19434497207,,,H5,否,否,否,,微信支付,否,,,否,否,否,否,否,否,圆通速递,YT55788127311,运输中,
2705000458,已取消,2026-05-03 10:05:25,,,2026-05-03 03:14:57,2026-05-05,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,2,129.00,258.00,231.72,230.33,0.00,10.51,9.20,6.57,0.00,1.39,0.00,0.00,0.00,0.00,,,,重庆市,重庆,福田区,重庆市福田区建设路272号,用户759,14216888488,请尽快发货,,APP-iOS,是,否,否,,花呗分期,否,3,买家,否,否,否,否,否,否,韵达快递,YT27979882773,,
2705000409,已退款,2026-05-03 15:38:22,2026-05-04 04:34:46,2026-05-07,2026-05-03 15:27:59,2026-05-05,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,2,99.00,198.00,176.03,174.97,0.00,8.79,7.69,5.49,0.00,1.06,0.00,0.00,0.00,113.17,质量问题,退货退款,退款成功,四川省,成都,武侯区,成都市武侯区建设路182号,用户843,15851885446,,,网页,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,韵达快递,YT66911621989,运输中,
2705000383,待发货,2026-05-03 18:20:30,2026-05-04 02:32:03,2026-05-07,2026-05-03 17:46:08,2026-05-05,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,53.35,52.82,0.00,4.88,4.27,3.05,3.45,0.53,0.00,0.00,0.00,0.00,,,,安徽省,合肥,锦江区,合肥市锦江区南京路66号,用户571,18341761779,,,网页,否,否,否,,微信支付,否,,,是,否,否,否,否,否,顺丰速运,YT29075883053,已签收,
2705000378,已发货,2026-05-03 19:28:18,2026-05-06 15:31:16,2026-05-11,2026-05-03 04:16:58,2026-05-05,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,93.89,92.95,0.00,10.04,8.79,6.28,0.00,0.94,0.00,0.00,0.00,0.00,,,,北京市,北京,锦江区,北京市锦江区南京路220号,用户628,17912359990,,,小程序,是,否,否,,多多支付,否,12,,否,否,否,否,否,否,申通快递,YT83704731773,派送中,转运
